Session ID,UserID,ShowID,Datestamp,,,
SE27186,8208878,s7653,2022-08-04,,,
SE27187,3282659,s5830,2023-04-19,,,
SE27188,6061556,s6770,2023-04-20,,,
SE27189,2253228,s84,2023-03-09,,,
SE27190,3392087,s5230,2022-11-22,,,
SE27191,4141653,s6230,2023-04-03,,,
SE27192,6266995,s2628,2023-03-19,,,
SE27193,9890245,s7597,2020-03-01,,,
SE27194,2859583,s8001,2020-07-15,,,
SE27195,2164741,s5744,2022-02-13,,,
SE27196,4834495,s3804,2023-03-16,,,
SE27197,7406017,s1092,2023-03-22,,,
SE27198,3022238,s1929,2023-03-21,,,
SE27199,2154020,s5996,2023-03-27,,,
SE27200,7166441,s5598,2023-03-17,,,
SE27201,7231274,s4924,2022-12-12,,,
SE27202,8224859,s5255,2023-03-20,,,
SE27203,9138590,s4362,2023-04-20,,,
SE27204,5196296,s3876,2023-02-23,,,
SE27205,9517355,s218,2022-06-30,,,
SE27206,2688199,s1991,2023-04-06,,,
SE27207,1512464,s884,2019-05-22,,,
SE27208,3146857,s8674,2022-11-26,,,
SE27209,6660272,s3945,2023-02-04,,,
SE27210,4821387,s2716,2020-09-03,,,
SE27211,1004297,s5314,2023-04-11,,,
SE27212,591828,s1804,2022-09-15,,,
SE27213,7283556,s1856,2023-03-29,,,
SE27214,884584,s3631,2022-01-05,,,
SE27215,8528930,s2900,2023-03-30,,,
SE27216,8966037,s3841,2020-02-28,,,
SE27217,3412339,s1783,2022-02-06,,,
SE27218,1911134,s4578,2023-03-22,,,
SE27219,4580692,s7168,2023-03-28,,,
SE27220,8195330,s654,2023-03-07,,,
SE27221,8229963,s8243,2023-03-21,,,
SE27222,6330535,s7235,2023-03-26,,,
SE27223,7582281,s4656,2022-12-24,,,
SE27224,2805602,s4097,2023-03-24,,,
SE27225,5968803,s2727,2023-04-20,,,
SE27226,1588033,s7414,2019-01-10,,,
SE27227,7784503,s6918,2022-11-25,,,
SE27228,9778448,s3835,2023-04-06,,,
SE27229,7918559,s5628,2023-02-28,,,
SE27230,9601315,s56,2023-04-15,,,
SE27231,7103428,s4048,2022-04-10,,,
SE27232,4691857,s7834,2023-03-26,,,
SE27233,6324886,s4186,2021-03-20,,,
SE27234,9863422,s4882,2020-09-02,,,
SE27235,6511204,s5587,2020-06-09,,,
SE27236,7118730,s6767,2021-08-15,,,
SE27237,5707183,s183,2022-05-27,,,
SE27238,8203469,s153,2023-01-27,,,
SE27239,4342696,s1207,2023-04-08,,,
SE27240,6489754,s3059,2020-04-20,,,
SE27241,3548173,s5146,2023-04-08,,,
SE27242,2778646,s1949,2023-01-14,,,
SE27243,2646888,s3272,2022-04-22,,,
SE27244,8954004,s7074,2023-04-11,,,
SE27245,3262444,s6260,2023-04-13,,,
SE27246,9810361,s1777,2023-03-29,,,
SE27247,5198938,s6074,2023-04-10,,,
SE27248,3085697,s3398,2022-09-16,,,
SE27249,3698683,s1305,2022-03-08,,,
SE27250,661282,s4568,2023-03-10,,,
SE27251,4726623,s1026,2021-09-11,,,
SE27252,8555922,s2302,2021-08-25,,,
SE27253,7958133,s6727,2023-02-24,,,
SE27254,3772435,s1530,2022-12-10,,,
SE27255,5202832,s4946,2021-03-28,,,
SE27256,8032580,s515,2021-04-21,,,
SE27257,2803928,s6692,2022-06-10,,,
SE27258,7882524,s1827,2023-03-30,,,
SE27259,3923854,s6902,2022-04-13,,,
SE27260,8459763,s6182,2022-03-08,,,
SE27261,3861331,s6653,2023-04-12,,,
SE27262,1560500,s6004,2018-09-22,,,
SE27263,4351917,s2434,2023-02-16,,,
SE27264,2467651,s2107,2023-02-10,,,
SE27265,4952908,s7547,2021-09-20,,,
SE27266,921899,s1332,2022-07-09,,,
SE27267,2289696,s1623,2023-03-02,,,
SE27268,7546823,s4205,2023-04-14,,,
SE27269,6248730,s6622,2023-02-19,,,
SE27270,5109140,s2309,2022-07-11,,,
SE27271,9795639,s4146,2021-06-08,,,
SE27272,6456912,s6865,2023-04-18,,,
SE27273,6976105,s8799,2020-04-05,,,
SE27274,3381959,s5859,2023-03-23,,,
SE27275,27165,s822,2019-11-18,,,
SE27276,1572740,s8274,2023-01-29,,,
SE27277,4334797,s590,2023-04-17,,,
SE27278,7327552,s4355,2023-03-13,,,
SE27279,1556337,s3995,2023-04-15,,,
SE27280,3564280,s4169,2023-03-15,,,
SE27281,5097975,s1269,2021-05-05,,,
SE27282,1798013,s2592,2023-01-15,,,
SE27283,1652146,s8364,2023-04-03,,,
SE27284,6575844,s6376,2019-07-02,,,
SE27285,6024282,s5946,2017-01-27,,,
SE27286,4773361,s6209,2023-04-20,,,
SE27287,9569996,s2551,2021-04-21,,,
SE27288,6911444,s7113,2023-04-07,,,
SE27289,6204917,s1523,2021-11-13,,,
SE27290,7333558,s5625,2023-01-17,,,
SE27291,8168991,s3556,2023-03-10,,,
SE27292,2904681,s5922,2022-10-09,,,
SE27293,8351171,s2846,2023-02-14,,,
SE27294,1183435,s5674,2021-09-05,,,
SE27295,8892243,s1848,2023-04-12,,,
SE27296,372929,s3729,2021-10-06,,,
SE27297,8269411,s236,2022-09-21,,,
SE27298,5756150,s1567,2022-03-01,,,
SE27299,1394059,s8454,2023-04-14,,,
SE27300,5941940,s2664,2022-08-07,,,
SE27301,4856152,s1336,2022-07-14,,,
SE27302,6349273,s4712,2021-12-11,,,
SE27303,9992744,s4717,2020-02-23,,,
SE27304,1137862,s3623,2023-04-05,,,
SE27305,9959848,s3043,2023-04-20,,,
SE27306,1177771,s4423,2022-03-02,,,
SE27307,8212182,s5707,2019-07-16,,,
SE27308,5240080,s7121,2023-03-12,,,
SE27309,8274828,s1468,2023-02-18,,,
SE27310,9810290,s4806,2020-06-17,,,
SE27311,9270423,s1427,2022-09-22,,,
SE27312,644039,s2050,2023-04-10,,,
SE27313,1676495,s8732,2023-04-20,,,
SE27314,5982441,s106,2022-06-30,,,
SE27315,308808,s5753,2023-04-19,,,
SE27316,7634189,s8599,2021-08-22,,,
SE27317,6407034,s417,2023-03-16,,,
SE27318,6693536,s3610,2021-10-03,,,
SE27319,3200937,s2095,2021-09-09,,,
SE27320,3155211,s4928,2023-03-17,,,
SE27321,1076286,s4933,2023-01-19,,,
SE27322,5791096,s1823,2023-03-12,,,
SE27323,6493701,s1285,2021-12-06,,,
SE27324,6682462,s6377,2023-04-01,,,
SE27325,3510214,s4967,2023-03-25,,,
SE27326,8682187,s7824,2023-02-26,,,
SE27327,3355573,s653,2021-06-06,,,
SE27328,8592426,s7218,2022-01-17,,,
SE27329,9301014,s7867,2023-04-14,,,
SE27330,8020271,s2797,2020-04-13,,,
SE27331,9496636,s6894,2023-04-02,,,
SE27332,5901205,s5726,2017-09-06,,,
SE27333,4488970,s804,2021-04-05,,,
SE27334,376820,s6073,2023-04-13,,,
SE27335,6723568,s7034,2023-04-16,,,
SE27336,2734252,s1407,2023-04-17,,,
SE27337,4726623,s8069,2020-08-30,,,
SE27338,538077,s5752,2022-12-21,,,
SE27339,6984110,s1971,2023-04-10,,,
SE27340,3687066,s5756,2023-02-16,,,
SE27341,7889020,s8260,2023-03-22,,,
SE27342,1993279,s8033,2020-02-10,,,
SE27343,5509113,s2777,2023-03-11,,,
SE27344,243402,s3943,2022-05-16,,,
SE27345,6307530,s8134,2019-10-30,,,
SE27346,7031096,s6511,2023-03-09,,,
SE27347,7609481,s3258,2022-09-23,,,
SE27348,80306,s6164,2023-04-18,,,
SE27349,1565245,s999,2023-04-04,,,
SE27350,5088972,s7079,2023-03-05,,,
SE27351,5035789,s1234,2023-01-14,,,
SE27352,875786,s1517,2023-02-25,,,
SE27353,8416071,s3225,2021-05-13,,,
SE27354,6685841,s7526,2023-03-31,,,
SE27355,1794984,s2496,2021-07-29,,,
SE27356,5054195,s7937,2023-03-10,,,
SE27357,6952031,s1445,2022-02-03,,,
SE27358,2506633,s8635,2021-01-13,,,
SE27359,6563550,s4586,2023-03-29,,,
SE27360,6885949,s8403,2023-04-12,,,
SE27361,3545670,s6356,2021-04-15,,,
SE27362,3743609,s3053,2021-10-13,,,
SE27363,8666969,s7124,2023-04-16,,,
SE27364,7896050,s4137,2023-03-19,,,
SE27365,3990278,s6782,2023-03-23,,,
SE27366,8359417,s7499,2021-10-04,,,
SE27367,5262466,s8184,2022-12-06,,,
SE27368,3461777,s928,2022-11-09,,,
SE27369,5054195,s128,2023-02-26,,,
SE27370,4278610,s2478,2023-03-20,,,
SE27371,1275099,s5727,2023-04-12,,,
SE27372,2944692,s1076,2023-04-02,,,
SE27373,6518161,s6909,2020-12-06,,,
SE27374,1499767,s4417,2021-05-31,,,
SE27375,9404271,s1644,2023-03-17,,,
SE27376,1036900,s4580,2022-12-27,,,
SE27377,5905955,s5092,2023-03-07,,,
SE27378,8510831,s1435,2023-04-13,,,
SE27379,524537,s4511,2023-03-02,,,
SE27380,7659760,s1577,2023-03-18,,,
SE27381,1068947,s5942,2021-03-23,,,
SE27382,8864721,s5574,2021-09-23,,,
SE27383,1164704,s6815,2023-04-18,,,
SE27384,4560880,s7723,2023-03-21,,,
SE27385,8332704,s3700,2023-02-17,,,
SE27386,5529751,s7820,2023-03-15,,,
SE27387,8501998,s4093,2022-11-17,,,
SE27388,3697502,s6896,2023-02-07,,,
SE27389,3320149,s6729,2023-04-03,,,
SE27390,5806653,s6466,2022-07-15,,,
SE27391,688287,s2819,2020-12-09,,,
SE27392,7134603,s5000,2023-03-11,,,
SE27393,1087058,s6072,2023-02-07,,,
SE27394,6404089,s1562,2023-04-18,,,
SE27395,726591,s578,2018-01-04,,,
SE27396,8095710,s8805,2019-11-18,,,
SE27397,3556223,s4073,2021-03-17,,,
SE27398,5756687,s676,2022-08-14,,,
SE27399,9260621,s7903,2022-12-21,,,
SE27400,6979264,s4119,2023-03-14,,,
SE27401,4564756,s6957,2023-02-27,,,
SE27402,5003930,s2139,2022-12-10,,,
SE27403,8560407,s2963,2022-12-31,,,
SE27404,6618769,s2185,2023-03-21,,,
SE27405,7393484,s1961,2022-08-08,,,
SE27406,2567627,s3565,2021-09-01,,,
SE27407,5916953,s5180,2021-03-05,,,
SE27408,4683602,s8438,2022-06-29,,,
SE27409,1687189,s8024,2020-09-16,,,
SE27410,4173153,s1607,2022-04-28,,,
SE27411,5348477,s4183,2019-02-09,,,
SE27412,3697502,s5162,2021-08-24,,,
SE27413,7434974,s7089,2021-10-06,,,
SE27414,7927801,s5681,2023-03-29,,,
SE27415,5091393,s1264,2021-06-17,,,
SE27416,423934,s2391,2023-03-31,,,
SE27417,1948895,s7802,2021-08-06,,,
SE27418,3233942,s2796,2023-03-14,,,
SE27419,704715,s6362,2023-03-21,,,
SE27420,2644554,s6150,2023-03-23,,,
SE27421,3380167,s6031,2023-04-15,,,
SE27422,3699108,s4706,2020-04-30,,,
SE27423,9581151,s213,2022-08-27,,,
SE27424,7319416,s4593,2023-04-04,,,
SE27425,423934,s8506,2023-04-01,,,
SE27426,2843227,s8788,2018-07-10,,,
SE27427,4128799,s2747,2022-10-22,,,
SE27428,9637444,s2910,2023-03-25,,,
SE27429,4833070,s4002,2022-02-21,,,
SE27430,7780761,s6694,2023-03-17,,,
SE27431,4285655,s1157,2022-05-10,,,
SE27432,6343519,s5412,2023-03-23,,,
SE27433,7657447,s3713,2023-02-07,,,
SE27434,4945872,s3703,2022-11-09,,,
SE27435,4317984,s3416,2021-12-11,,,
SE27436,8585229,s1232,2023-04-09,,,
SE27437,9400574,s5079,2023-03-29,,,
SE27438,233642,s4877,2023-04-15,,,
SE27439,4154029,s3884,2023-03-12,,,
SE27440,2871073,s1230,2023-04-10,,,
SE27441,8731262,s2148,2023-04-02,,,
SE27442,5998125,s4880,2023-02-15,,,
SE27443,9310304,s7175,2023-02-22,,,
SE27444,5843989,s5323,2022-05-02,,,
SE27445,6728812,s2495,2023-04-14,,,
SE27446,9782719,s6936,2023-03-03,,,
SE27447,5629358,s2813,2021-07-31,,,
SE27448,3052772,s4362,2021-09-21,,,
SE27449,4878107,s7232,2023-03-04,,,
SE27450,9660879,s805,2021-09-21,,,
SE27451,1974726,s8181,2022-09-13,,,
SE27452,7139540,s4228,2019-04-03,,,
SE27453,2235977,s4287,2023-04-11,,,
SE27454,728869,s4855,2018-10-10,,,
SE27455,639567,s8352,2023-03-13,,,
SE27456,6731394,s7374,2021-06-10,,,
SE27457,7307285,s4212,2021-05-09,,,
SE27458,8332795,s562,2022-08-26,,,
SE27459,5183512,s5534,2021-07-03,,,
SE27460,8279880,s1276,2023-03-01,,,
SE27461,655997,s4598,2023-03-08,,,
SE27462,7203866,s168,2023-03-05,,,
SE27463,2997440,s6822,2023-03-20,,,
SE27464,642742,s3779,2023-04-03,,,
SE27465,1349719,s402,2022-04-27,,,
SE27466,2933565,s6992,2022-10-22,,,
SE27467,8128999,s4257,2021-08-29,,,
SE27468,2038573,s5414,2023-02-04,,,
SE27469,3204474,s6886,2023-04-06,,,
SE27470,4590528,s6690,2020-09-07,,,
SE27471,9574677,s7092,2021-11-28,,,
SE27472,1674261,s3875,2021-11-25,,,
SE27473,2394576,s437,2019-12-09,,,
SE27474,1449548,s4603,2023-02-26,,,
SE27475,2807028,s7068,2023-04-10,,,
SE27476,9567981,s3047,2022-06-13,,,
SE27477,3326458,s7342,2023-01-22,,,
SE27478,8948388,s2396,2022-08-15,,,
SE27479,538077,s1603,2023-02-10,,,
SE27480,6658549,s1813,2023-04-06,,,
SE27481,4173195,s3626,2020-08-11,,,
SE27482,8878795,s3503,2020-10-03,,,
SE27483,6307530,s1446,2022-11-07,,,
SE27484,4922024,s5132,2023-01-30,,,
SE27485,7514435,s792,2021-12-02,,,
SE27486,3366090,s7654,2023-04-11,,,
SE27487,7235509,s8578,2022-12-08,,,
SE27488,1176095,s6861,2023-03-31,,,
SE27489,1275099,s614,2023-04-15,,,
SE27490,8872679,s3621,2023-04-01,,,
SE27491,4115474,s1358,2022-04-26,,,
SE27492,3715717,s3564,2023-04-02,,,
SE27493,5328878,s1611,2022-11-25,,,
SE27494,4697569,s1226,2023-03-03,,,
SE27495,3999563,s3282,2020-07-14,,,
SE27496,382364,s4378,2023-03-17,,,
SE27497,6819221,s987,2023-04-03,,,
SE27498,9485626,s1662,2023-04-04,,,
SE27499,5064760,s3852,2023-04-04,,,
SE27500,7732758,s1654,2023-03-16,,,
SE27501,8787779,s2079,2023-02-12,,,
SE27502,4440171,s61,2019-08-07,,,
SE27503,8775653,s8019,2023-04-08,,,
SE27504,8702848,s6547,2023-04-12,,,
SE27505,6671716,s2805,2023-04-18,,,
SE27506,9951458,s8277,2023-03-23,,,
SE27507,8666215,s2291,2022-01-23,,,
SE27508,1046895,s1880,2023-03-09,,,
SE27509,8270676,s6529,2023-04-04,,,
SE27510,7544361,s8006,2023-02-19,,,
SE27511,418418,s5474,2023-02-10,,,
SE27512,2657998,s8707,2019-04-05,,,
SE27513,9300951,s6334,2022-11-22,,,
SE27514,5754882,s791,2021-03-17,,,
SE27515,5484777,s5612,2023-03-19,,,
SE27516,6798829,s5205,2021-08-10,,,
SE27517,4776124,s4072,2021-10-18,,,
SE27518,1484905,s3438,2023-04-20,,,
SE27519,6978418,s1324,2021-10-13,,,
SE27520,5531926,s533,2022-08-03,,,
SE27521,4442243,s4135,2023-03-10,,,
SE27522,1736249,s2134,2023-04-18,,,
SE27523,6744363,s5268,2023-03-08,,,
SE27524,6717935,s5399,2023-03-11,,,
SE27525,1596606,s5043,2023-01-02,,,
SE27526,8619708,s3673,2019-07-19,,,
SE27527,6844892,s5467,2023-04-11,,,
SE27528,7204367,s4986,2022-02-26,,,
SE27529,5095251,s4605,2019-09-28,,,
SE27530,9364311,s3321,2023-03-01,,,
SE27531,6994535,s4917,2020-10-14,,,
SE27532,1096532,s8171,2018-06-22,,,
SE27533,233642,s3957,2023-04-17,,,
SE27534,2868450,s4190,2020-04-16,,,
SE27535,2164645,s4420,2022-12-04,,,
SE27536,9188723,s7633,2021-12-26,,,
SE27537,1515194,s6611,2022-01-25,,,
SE27538,1225952,s4661,2022-08-05,,,
SE27539,161254,s8691,2021-12-13,,,
SE27540,4044505,s2579,2021-07-16,,,
SE27541,994948,s8370,2019-08-19,,,
SE27542,9682392,s3984,2023-03-13,,,
SE27543,8168991,s2954,2023-01-28,,,
SE27544,7034416,s8664,2023-04-10,,,
SE27545,1424140,s217,2023-01-26,,,
SE27546,8451064,s5136,2023-04-20,,,
SE27547,3269011,s2312,2020-09-08,,,
SE27548,7480013,s5173,2022-11-18,,,
SE27549,1251800,s5995,2023-03-10,,,
SE27550,8772938,s6991,2023-04-07,,,
SE27551,5941940,s8089,2020-05-06,,,
SE27552,5818838,s1608,2023-03-01,,,
SE27553,954201,s5928,2023-04-14,,,
SE27554,7422032,s4287,2023-03-29,,,
SE27555,588530,s8026,2023-03-25,,,
SE27556,5995100,s6086,2023-04-12,,,
SE27557,3682493,s6334,2023-01-31,,,
SE27558,8186243,s6107,2022-12-09,,,
SE27559,4217620,s139,2022-01-29,,,
SE27560,7098071,s3203,2021-06-21,,,
SE27561,1199898,s3227,2023-03-19,,,
SE27562,968280,s6080,2021-11-11,,,
SE27563,6941795,s2974,2023-03-08,,,
SE27564,2307454,s5891,2023-04-19,,,
SE27565,5114753,s1386,2023-04-11,,,
SE27566,7750380,s2866,2023-04-18,,,
SE27567,3545233,s480,2022-04-12,,,
SE27568,5426967,s2378,2022-05-28,,,
SE27569,4300645,s6847,2023-03-02,,,
SE27570,6430843,s1057,2023-04-04,,,
SE27571,5202832,s6867,2022-10-28,,,
SE27572,7401962,s7248,2023-03-26,,,
SE27573,7211877,s3349,2023-04-10,,,
SE27574,111849,s1106,2023-01-14,,,
SE27575,7954935,s1165,2023-03-11,,,
SE27576,5995897,s3400,2022-10-09,,,
SE27577,7740761,s1910,2023-03-24,,,
SE27578,4922024,s6068,2022-11-12,,,
SE27579,6585735,s1434,2023-04-02,,,
SE27580,4823508,s3377,2022-04-29,,,
SE27581,1911134,s4400,2022-02-17,,,
SE27582,5183512,s8427,2022-04-26,,,
SE27583,8319300,s1230,2023-03-01,,,
SE27584,5558570,s6380,2023-02-25,,,
SE27585,7375925,s772,2023-04-17,,,
SE27586,3500813,s6273,2022-04-02,,,
SE27587,718892,s4645,2023-01-15,,,
SE27588,1957790,s1932,2022-07-12,,,
SE27589,4579253,s7163,2022-04-04,,,
SE27590,5901205,s3157,2020-09-14,,,
SE27591,4540699,s3169,2022-03-19,,,
SE27592,1615147,s7163,2022-10-23,,,
SE27593,2577762,s4933,2023-04-20,,,
SE27594,7781160,s8191,2022-05-30,,,
SE27595,5125464,s7723,2022-02-12,,,
SE27596,557758,s176,2023-03-15,,,
SE27597,2299938,s6643,2023-03-15,,,
SE27598,4217620,s6950,2022-11-20,,,
SE27599,5444748,s6398,2023-03-30,,,
SE27600,8585318,s2560,2022-01-30,,,
SE27601,8937269,s861,2023-04-08,,,
SE27602,7657000,s6488,2023-01-22,,,
SE27603,1359342,s4345,2023-03-03,,,
SE27604,3399369,s2286,2022-08-24,,,
SE27605,9542973,s6206,2023-04-16,,,
SE27606,6109163,s1919,2023-03-16,,,
SE27607,9646050,s2183,2023-03-12,,,
SE27608,6895130,s5796,2019-10-11,,,
SE27609,1695885,s5485,2023-04-08,,,
SE27610,722280,s1336,2022-10-10,,,
SE27611,488555,s4166,2022-07-03,,,
SE27612,5510932,s8013,2023-02-23,,,
SE27613,4721065,s8546,2023-03-04,,,
SE27614,186677,s6240,2023-02-24,,,
SE27615,7643795,s4770,2023-03-07,,,
SE27616,9742375,s3793,2023-04-12,,,
SE27617,3639230,s3267,2023-04-20,,,
SE27618,3557343,s663,2022-07-29,,,
SE27619,7988639,s4785,2023-04-08,,,
SE27620,8389383,s8358,2023-04-19,,,
SE27621,5148376,s1554,2023-04-19,,,
SE27622,6793613,s6544,2020-10-22,,,
SE27623,973188,s2846,2022-03-19,,,
SE27624,1484457,s323,2023-01-03,,,
SE27625,2423196,s513,2023-04-03,,,
SE27626,4110064,s87,2022-05-11,,,
SE27627,8128999,s6224,2021-08-22,,,
SE27628,2971095,s850,2023-01-12,,,
SE27629,3590159,s3792,2023-04-18,,,
SE27630,4294147,s5958,2023-02-22,,,
SE27631,6377977,s3971,2023-03-27,,,
SE27632,7023273,s5446,2022-09-11,,,
SE27633,5442431,s6108,2023-04-19,,,
SE27634,9240002,s770,2023-02-27,,,
SE27635,5905955,s33,2023-02-25,,,
SE27636,8714844,s8604,2021-12-16,,,
SE27637,5247648,s443,2022-10-21,,,
SE27638,5373259,s5817,2023-03-05,,,
SE27639,214822,s8591,2023-04-11,,,
SE27640,8946183,s641,2023-01-14,,,
SE27641,5207947,s5920,2020-01-10,,,
SE27642,885849,s615,2023-04-16,,,
SE27643,3857562,s2835,2023-02-01,,,
SE27644,9408482,s163,2023-03-17,,,
SE27645,892019,s8480,2021-10-01,,,
SE27646,8535553,s2724,2023-03-07,,,
SE27647,9774773,s8506,2023-04-02,,,
SE27648,3883267,s2025,2020-10-24,,,
SE27649,9158255,s3939,2023-01-21,,,
SE27650,499041,s8778,2022-10-25,,,
SE27651,3791723,s7463,2023-03-01,,,
SE27652,4893899,s2038,2023-03-31,,,
SE27653,6613724,s1300,2023-04-07,,,
SE27654,9651668,s7202,2023-04-12,,,
SE27655,3003176,s5395,2023-03-05,,,
SE27656,3883692,s520,2023-03-27,,,
SE27657,4312624,s4876,2021-07-08,,,
SE27658,7954251,s5894,2016-09-18,,,
SE27659,2878993,s797,2020-06-29,,,
SE27660,7389514,s1791,2023-04-16,,,
SE27661,3389611,s3121,2023-01-30,,,
SE27662,5806653,s143,2021-02-07,,,
SE27663,544732,s6405,2019-10-23,,,
SE27664,5585811,s402,2023-04-08,,,
SE27665,2981069,s6597,2023-04-11,,,
SE27666,4927160,s3702,2023-04-17,,,
SE27667,8454596,s8027,2023-02-06,,,
SE27668,4707821,s1566,2023-03-20,,,
SE27669,508038,s5774,2023-04-20,,,
SE27670,1560500,s4132,2019-04-12,,,
SE27671,6994535,s8506,2022-08-06,,,
SE27672,1027036,s6496,2022-11-06,,,
SE27673,8501998,s7283,2022-05-22,,,
SE27674,2816979,s5779,2022-11-16,,,
SE27675,9794945,s3737,2023-04-15,,,
SE27676,8937269,s4262,2023-03-27,,,
SE27677,3064622,s2760,2020-08-08,,,
SE27678,2294105,s8332,2020-11-23,,,
SE27679,6670210,s1404,2023-03-25,,,
SE27680,5600461,s7744,2022-11-09,,,
SE27681,6087810,s8078,2023-03-15,,,
SE27682,6563388,s5428,2023-04-10,,,
SE27683,3640830,s1995,2023-03-11,,,
SE27684,7563038,s4112,2023-02-25,,,
SE27685,1844045,s7944,2023-04-14,,,
SE27686,4991607,s4433,2023-02-27,,,
SE27687,4939587,s8314,2019-08-01,,,
SE27688,2331709,s73,2023-02-10,,,
SE27689,1443319,s1239,2023-04-07,,,
SE27690,5158649,s6035,2021-11-18,,,
SE27691,6525570,s6214,2022-12-10,,,
SE27692,9639116,s8347,2023-03-09,,,
SE27693,7375530,s6329,2023-04-09,,,
SE27694,1095012,s6765,2023-04-17,,,
SE27695,9928360,s7612,2021-01-05,,,
SE27696,5043611,s745,2021-03-23,,,
SE27697,4405118,s5397,2023-01-01,,,
SE27698,8418489,s5414,2023-04-18,,,
SE27699,876787,s485,2023-04-05,,,
SE27700,7060973,s6236,2021-02-26,,,
SE27701,9229786,s7066,2023-04-02,,,
SE27702,8891415,s1099,2023-04-19,,,
SE27703,6993086,s4878,2023-04-19,,,
SE27704,8420133,s8396,2023-04-04,,,
SE27705,5707183,s8240,2018-04-30,,,
SE27706,6420374,s4664,2021-04-20,,,
SE27707,5836187,s1136,2023-04-06,,,
SE27708,105237,s4588,2023-04-03,,,
SE27709,8959267,s1990,2022-01-16,,,
SE27710,3993362,s344,2023-03-02,,,
SE27711,2905668,s8449,2021-12-16,,,
SE27712,5278705,s4954,2021-10-13,,,
SE27713,1284409,s5077,2023-04-05,,,
SE27714,169649,s3630,2022-05-29,,,
SE27715,8041362,s2011,2023-03-30,,,
SE27716,9737561,s8638,2020-06-26,,,
SE27717,59266,s1622,2021-02-09,,,
SE27718,549896,s4240,2023-04-18,,,
SE27719,8479870,s7965,2023-04-06,,,
SE27720,3399369,s5990,2022-12-04,,,
SE27721,670272,s692,2023-04-02,,,
SE27722,8946183,s6824,2019-08-17,,,
SE27723,9206821,s3624,2021-11-03,,,
SE27724,3971977,s8360,2021-12-30,,,
SE27725,7247812,s1752,2023-04-05,,,
SE27726,3264387,s3405,2023-03-30,,,
SE27727,7590978,s3219,2022-11-08,,,
SE27728,4176151,s8346,2019-12-14,,,
SE27729,9958829,s4989,2023-03-20,,,
SE27730,5962204,s712,2023-03-04,,,
SE27731,3598257,s5148,2023-01-12,,,
SE27732,5335788,s6592,2023-04-10,,,
SE27733,601913,s5437,2023-04-17,,,
SE27734,9145825,s6698,2023-02-01,,,
SE27735,2394836,s8738,2020-10-13,,,
SE27736,795391,s7359,2021-11-28,,,
SE27737,15320,s2180,2023-04-13,,,
SE27738,9085934,s1632,2022-10-23,,,
SE27739,3950400,s8606,2020-10-23,,,
SE27740,4414320,s8389,2021-06-30,,,
SE27741,6825361,s1470,2023-02-20,,,
SE27742,2717253,s792,2023-03-20,,,
SE27743,2076211,s562,2022-03-28,,,
SE27744,547560,s2518,2023-04-02,,,
SE27745,5840638,s1477,2023-04-09,,,
SE27746,4506140,s2111,2021-04-19,,,
SE27747,7956616,s7311,2023-04-16,,,
SE27748,7444759,s5601,2023-04-20,,,
SE27749,9258968,s4425,2023-03-19,,,
SE27750,1572740,s1260,2023-02-10,,,
SE27751,7968639,s7209,2023-04-19,,,
SE27752,886214,s7396,2019-12-22,,,
SE27753,5371076,s3617,2023-04-09,,,
SE27754,4173195,s2299,2021-08-24,,,
SE27755,1225952,s4312,2023-03-21,,,
SE27756,8670207,s4572,2022-03-16,,,
SE27757,5227872,s6446,2023-04-18,,,
SE27758,1135464,s2353,2020-08-29,,,
SE27759,1943986,s300,2023-04-15,,,
SE27760,2538914,s419,2021-07-20,,,
SE27761,7910100,s3070,2023-04-03,,,
SE27762,2699178,s693,2023-04-05,,,
SE27763,9671260,s3875,2022-12-05,,,
SE27764,1747186,s4478,2020-10-29,,,
SE27765,7581527,s8173,2022-08-05,,,
SE27766,2492403,s5104,2022-09-21,,,
SE27767,7211877,s19,2023-04-02,,,
SE27768,849120,s8178,2023-03-30,,,
SE27769,1245258,s2018,2023-03-18,,,
SE27770,7040152,s5626,2022-09-24,,,
SE27771,4927411,s5031,2022-07-10,,,
SE27772,1068947,s2530,2022-12-03,,,
SE27773,131663,s8034,2021-01-24,,,
SE27774,407343,s5900,2019-05-21,,,
SE27775,4459958,s8392,2023-04-18,,,
SE27776,2070343,s5933,2023-04-05,,,
SE27777,4750261,s2372,2023-02-03,,,
SE27778,3534104,s3671,2023-03-30,,,
SE27779,6359959,s5743,2023-04-08,,,
SE27780,6161420,s2295,2023-03-21,,,
SE27781,6700268,s3956,2023-03-25,,,
SE27782,4416539,s3951,2021-07-13,,,
SE27783,5987658,s4327,2023-04-05,,,
SE27784,6636151,s1929,2023-04-11,,,
SE27785,5171088,s7618,2020-12-16,,,
SE27786,2589604,s6829,2023-02-18,,,
SE27787,8771605,s7412,2023-04-03,,,
SE27788,6313935,s7567,2022-12-10,,,
SE27789,2805602,s5457,2023-04-16,,,
SE27790,1449726,s4126,2020-11-08,,,
SE27791,8808619,s5671,2023-03-30,,,
SE27792,5496974,s846,2023-03-14,,,
SE27793,4345889,s1606,2023-03-20,,,
SE27794,9427477,s2611,2023-03-10,,,
SE27795,3275677,s1492,2023-04-17,,,
SE27796,6369844,s6211,2023-04-02,,,
SE27797,7162993,s1283,2023-04-13,,,
SE27798,4581782,s4699,2023-04-13,,,
